,target
5890,1
5891,1
5892,0
5893,1
5894,1
5895,1
5896,1
5897,1
5898,1
5899,0
5900,1
5901,1
5902,0
5903,1
5904,1
5905,1
5906,1
5907,1
5908,0
5909,0
5910,0
5911,1
5912,0
5913,0
5914,0
5915,0
5916,0
5917,1
5918,1
5919,0
5920,0
5921,0
5922,0
5923,0
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,1
5933,0
5934,0
5935,0
5936,0
5937,0
5938,0
5939,0
5940,0
5941,0
5942,0
5943,1
5944,0
5945,0
5946,0
5947,0
5948,0
5949,0
5950,1
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,0
5964,0
5965,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,0
5972,0
5973,1
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,1
5985,0
5986,0
5987,0
5988,0
5989,0
5990,0
5991,0
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,1
6006,1
6007,0
6008,0
6009,0
6010,0
6011,1
6012,0
6013,1
6014,0
6015,0
6016,0
6017,1
6018,0
6019,1
6020,0
6021,1
6022,0
6023,0
6024,1
6025,0
6026,0
6027,0
6028,1
6029,0
6030,1
6031,0
6032,0
6033,1
6034,0
6035,1
6036,0
6037,0
6038,1
6039,1
6040,0
6041,1
6042,0
6043,1
6044,0
6045,1
6046,0
6047,1
6048,0
6049,0
6050,1
6051,1
6052,1
6053,1
6054,0
6055,1
6056,1
6057,1
6058,1
6059,0
6060,0
6061,0
6062,1
6063,1
6064,1
6065,1
6066,1
6067,1
6068,1
6069,1
6070,0
6071,1
6072,1
6073,1
6074,0
6075,1
6076,0
6077,1
6078,1
6079,0
6080,1
6081,0
6082,1
6083,1
6084,1
6085,0
6086,1
6087,0
6088,0
6089,0
6090,0
6092,0
6093,0
6095,1
6096,0
6097,0
6098,0
6099,0
6100,1
6101,0
6102,0
6103,0
6104,0
6105,0
6106,0
6107,0
6108,1
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,0
6117,0
6118,0
6119,1
6120,0
6121,0
6122,1
6124,0
6125,0
6126,0
6127,0
6128,0
6129,0
6130,0
6131,1
6132,0
6133,0
6134,0
6135,0
6136,0
6137,0
6138,0
6139,0
6140,0
6141,0
6142,1
6143,1
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6153,0
6154,1
6155,0
6156,0
6157,0
6158,0
6159,0
6160,1
6161,0
6162,0
6163,0
6164,0
6165,0
6166,1
6167,1
6168,0
6169,0
6170,0
6171,0
6172,1
6173,0
6174,0
6175,0
6176,0
6177,1
6178,0
6179,0
6180,1
6181,0
6182,0
6183,1
6184,0
6185,0
6186,0
6187,1
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,0
6201,0
6202,0
6203,0
6204,0
6205,0
6206,0
6207,0
6208,0
6209,0
6210,0
6211,0
6212,1
6213,0
6214,0
6215,0
6216,0
6217,0
6218,1
6219,0
6220,0
6221,1
6222,0
6223,0
6224,0
6225,0
6226,0
6227,0
6228,0
6229,0
6230,1
6231,0
6232,0
6233,0
6234,1
6235,0
6236,1
6237,0
6238,0
6239,1
6240,0
6241,1
6242,0
6243,1
6244,0
6245,0
6246,1
6247,1
6248,1
6249,0
6250,0
6251,0
6252,1
6253,1
6254,1
6255,0
6256,1
6257,0
6258,0
6259,0
6260,1
6261,1
6262,0
6263,0
6264,1
6265,1
6266,1
6267,0
6268,0
6269,1
6270,1
6271,1
6272,0
6273,0
6274,0
6275,1
6276,0
6277,0
6278,0
6279,0
6280,1
6281,1
6282,0
6283,1
6284,1
6285,0
6286,1
6287,0
6288,0
6289,1
6290,1
6291,1
6292,1
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,1
6318,0
6319,0
6320,0
6321,1
6322,0
6323,0
6324,1
6325,0
6326,1
6327,1
6328,0
6329,1
6330,1
6331,1
6332,1
6333,0
6334,0
6335,1
6336,0
6337,1
6338,0
6339,1
6340,0
6341,1
6342,1
6343,1
6344,1
6345,1
6346,1
6347,0
6348,0
6349,0
6350,0
6351,0
6352,1
6353,1
6354,0
6355,1
6356,1
6357,1
6358,1
6359,1
6360,1
6361,0
6362,0
6364,1
6365,1
6366,1
6367,1
6368,1
6369,1
6370,1
6371,1
6372,0
6374,1
6375,1
6376,1
6379,1
6380,1
6381,1
6382,1
6383,1
6384,1
6385,1
6386,1
6387,1
6388,1
6389,1
6390,1
6391,1
6393,1
6394,1
6395,1
6396,1
6397,1
6398,1
6399,1
6400,1
6401,1
6402,1
6403,1
6404,1
6405,1
6406,1
6407,1
6408,1
6409,1
6410,1
6411,1
6412,1
6413,1
6414,1
6415,1
6416,1
6417,1
6418,1
6419,1
6420,1
6421,1
6422,0
6423,1
6424,1
6425,1
6426,1
6427,1
6428,1
6429,1
6430,1
6431,1
6432,1
6433,1
6435,1
6436,1
6437,1
6438,1
6439,1
6440,1
6441,1
6442,1
6443,1
6444,1
6445,1
6446,1
6447,1
6448,1
6449,1
6450,1
6451,1
6452,1
6453,0
6454,1
6455,1
6456,1
6457,1
6458,1
6459,1
6460,1
6461,0
6462,0
6463,1
6464,1
6465,1
6466,0
6467,0
6468,0
6469,0
6470,0
6471,1
6472,0
6473,0
6474,0
6475,0
6476,1
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,0
6488,1
6489,0
6490,0
6491,0
6492,0
6493,0
6494,1
6495,0
6496,0
6497,0
6498,1
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,1
6507,0
6508,0
6509,0
6510,0
6511,0
6512,0
6513,1
6514,1
6515,1
6516,0
6517,0
6518,0
6519,0
6520,0
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,1
6528,0
6529,0
6530,0
6531,0
6532,1
6533,0
6534,0
6535,0
6536,0
6537,1
6538,0
6539,1
6540,1
6541,0
6542,1
6543,0
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,1
6553,1
6554,0
6555,0
6556,0
6557,1
6558,0
6559,1
6560,0
6561,0
6562,0
6563,1
6564,1
6565,0
6566,1
6567,1
6568,1
6569,1
6570,1
6571,1
6572,1
6573,1
6574,0
6575,1
6576,0
6577,0
6578,1
6579,0
6580,0
6581,1
6582,1
6583,1
6584,1
6585,1
6586,1
6587,0
6588,0
6589,1
6590,1
6591,1
6592,0
6593,1
6594,0
6595,1
6596,1
6597,1
6598,1
6599,1
6600,1
6601,1
6602,0
6603,0
6604,1
6605,1
6606,1
6607,1
6608,0
6609,1
6610,1
6611,1
6612,0
6613,1
6615,0
6616,1
6617,1
6618,1
6619,1
6620,1
6621,1
6622,0
6623,0
6624,1
6625,0
6626,1
6627,1
6628,1
6629,0
6630,0
6631,1
6632,1
6633,1
6634,0
6635,1
6636,1
6637,1
6638,1
6639,1
6640,0
6641,1
6642,1
6643,1
6644,1
6645,0
6646,0
6647,1
6648,0
6649,1
6650,1
6651,1
6653,1
6654,1
6655,1
6656,1
6657,1
6658,0
6659,0
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,1
6669,1
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,0
6679,1
6680,0
6681,1
6682,0
6683,0
6684,0
6685,0
6686,1
6687,0
6688,1
6689,0
6690,0
6691,1
6692,1
6693,1
6694,0
6695,0
6696,1
6697,0
6698,1
6699,0
6700,0
6701,1
6702,1
6703,0
6704,0
6705,0
6706,0
6707,1
6708,1
6709,1
6710,0
6711,1
6712,1
6713,1
6714,1
6715,1
6716,0
6717,0
6718,1
6719,1
6720,1
6721,1
6722,0
6723,1
6724,1
6725,1
6726,1
6727,0
6728,1
6729,1
6730,1
6731,1
6732,1
6733,1
6734,1
6735,1
6736,1
6737,0
6738,1
6739,0
6740,1
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,1
6749,1
6750,1
6751,0
6752,1
6753,1
6754,1
6755,0
6756,0
6757,1
6758,1
6759,1
6760,1
6761,0
6762,0
6763,1
6764,0
6765,1
6766,0
6767,0
6768,1
6769,0
6770,1
6771,1
6772,1
6773,0
6774,0
6775,0
6776,1
6777,1
6778,0
6779,0
6780,0
6781,0
6782,1
6783,0
6784,1
6785,0
6786,0
6787,1
6788,0
6789,1
6790,1
6791,1
6792,1
6793,0
6794,0
6795,1
6796,0
6797,1
6798,1
6799,1
6800,0
6801,1
6802,1
6803,1
6804,0
6805,1
6806,1
6807,1
6808,1
6809,1
6810,0
6811,1
6812,1
6813,0
6814,0
6815,0
6816,0
6817,1
6818,1
6819,0
6820,0
6821,0
6822,0
6823,0
6824,0
6825,1
6826,0
6827,0
6828,0
6829,1
6830,0
6831,1
6832,0
6833,0
6834,0
6835,0
6836,1
6837,1
6838,0
6839,0
6840,1
6841,0
6842,0
6843,0
6844,1
6845,0
6846,0
6847,1
6848,0
6849,0
6850,0
6851,0
6852,1
6853,1
6854,1
6855,1
6856,1
6857,0
6858,0
6859,0
6860,0
6861,0
6862,1
6863,0
6864,0
6865,0
6866,1
6867,1
6868,0
6869,0
6870,0
6871,0
6872,0
6873,1
6874,0
6875,0
6876,0
6877,0
6878,0
6879,0
6880,0
6881,0
6882,0
6883,1
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,1
6895,0
6896,0
6897,0
6898,0
6899,0
6900,0
6901,0
6902,0
6903,0
6904,0
6905,0
6906,0
6907,0
6908,0
6909,0
6910,0
6911,0
6912,0
6913,1
6914,0
6915,1
6916,0
6917,0
6918,0
6919,0
6920,0
6921,0
6922,0
6923,1
6924,0
6925,1
6926,0
6927,0
6928,0
6929,0
6930,1
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,0
6942,0
6943,0
6944,1
6945,1
6946,0
6947,0
6948,0
6949,0
6950,1
6951,0
6952,0
6953,1
6954,1
6955,0
6956,0
6957,0
6958,0
6959,0
6960,1
6961,0
6962,0
6963,1
6964,1
6965,0
6966,1
6967,1
6968,0
6969,0
6970,0
6971,0
6972,1
6973,0
6974,0
6975,0
6976,0
6977,1
6978,1
6979,0
6980,0
6981,1
6982,0
6983,0
6984,0
6985,0
6986,0
6987,0
6988,0
6989,0
6990,0
6991,0
6992,0
6993,0
6994,0
6995,0
6996,0
6997,1
6998,0
6999,0
7000,0
7001,0
7002,0
7003,1
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,0
7017,1
7018,1
7019,1
7020,1
7021,1
7022,1
7023,1
7024,1
7025,1
7026,1
7027,1
7028,1
7029,1
7030,1
7031,1
7032,1
7033,1
7034,1
7035,1
7036,1
7037,1
7038,1
7039,1
7040,1
7041,1
7042,1
7043,0
7044,1
7045,1
7046,1
7047,1
7048,1
7049,1
7050,1
7051,1
7052,1
7053,1
7054,1
7055,0
7056,0
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,0
7064,0
7065,0
7066,0
7067,0
7068,0
7069,0
7070,0
7071,1
7072,0
7073,1
7074,0
7075,0
7076,0
7077,0
7078,0
7079,0
7080,0
7081,1
7082,0
7083,0
7084,0
7085,1
7086,0
7087,0
7088,0
7089,0
7090,1
7091,1
7092,0
7093,1
7094,1
7095,1
7096,1
7098,1
7099,1
7100,0
7101,0
7102,1
7103,0
7104,1
7105,1
7106,1
7107,0
7108,1
7109,1
7110,0
7111,0
7112,1
7113,1
7114,0
7115,1
7116,1
7117,1
7118,1
7119,1
7120,1
7121,1
7122,1
7123,1
7124,1
7125,1
7126,1
7127,1
7128,1
7129,1
7130,0
7131,1
7132,1
7133,1
7134,0
7135,1
7136,1
7137,1
7138,1
7139,0
7141,0
7142,0
7143,1
7144,1
7145,1
7146,0
7147,0
7148,1
7149,0
7150,1
7151,1
7152,0
7153,0
7154,0
7155,0
7156,0
7157,1
7158,0
7159,0
7160,0
7161,0
7162,0
7163,0
7164,1
7165,1
7166,0
7167,1
7168,0
7169,0
7170,1
7171,0
7172,0
7173,0
7174,0
7175,1
7176,1
7177,1
7178,0
7179,1
7180,1
7181,0
7182,0
7183,0
7184,0
7185,0
7186,1
7187,0
7188,0
7189,0
7190,0
7191,0
7192,1
7193,1
7194,0
7195,1
7196,0
7197,1
7198,0
7199,0
7200,1
7201,0
7202,0
7203,1
7204,0
7205,0
7206,0
7207,0
7208,0
7209,0
7210,0
7211,1
7212,1
7213,1
7214,0
7215,1
7216,0
7217,0
7218,1
7219,0
7220,1
7221,1
7222,1
7223,0
7224,1
7225,0
7226,0
7227,1
7228,0
7229,0
7230,0
7231,1
7232,1
7233,0
7234,0
7235,0
7236,0
7237,1
7238,1
7239,1
7240,0
7241,0
7242,1
7243,0
7244,1
7245,1
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,1
7253,1
7254,1
7255,0
7256,0
7257,1
7258,0
7259,0
7260,1
7261,0
7262,1
7263,0
7264,0
7265,0
7266,0
7267,0
7268,1
7269,0
7270,1
7271,1
7272,0
7273,1
7274,0
7275,1
7276,0
7277,0
7278,1
7279,0
7280,1
7281,1
7282,0
7283,0
7284,0
7285,1
7286,0
7287,0
7288,0
7289,0
7290,0
7291,0
7292,1
7293,1
7294,1
7295,1
7296,1
7297,1
7298,1
7299,1
7300,1
7301,1
7302,1
7303,1
7304,1
7305,1
7306,1
7307,1
7308,1
7309,1
7310,1
7311,0
7312,1
7313,1
7314,1
7316,1
7317,0
7318,1
7319,0
7320,1
7321,1
7322,0
7323,1
7324,1
7325,1
7326,1
7327,1
7328,1
7329,1
7330,0
7331,1
7332,0
7333,1
7334,1
7335,1
7336,1
7337,1
7338,1
7339,1
7340,1
7341,1
7342,0
7343,1
7344,1
7345,1
7346,1
7347,1
7348,1
7349,1
7350,1
7351,0
7352,1
7353,1
7354,1
7355,1
7356,1
7357,1
7358,0
7359,1
7360,0
7361,1
7362,0
7363,1
7364,1
7365,1
7366,0
7367,0
7368,1
7369,1
7370,1
7371,0
7372,0
7373,1
7374,0
7375,0
7376,0
7377,0
7378,1
7379,0
7380,1
7381,0
7382,0
7383,0
7384,0
7385,1
7386,0
7387,0
7388,0
7389,1
7390,1
7391,0
7392,0
7393,0
7394,0
7395,1
7396,1
7397,0
7398,1
7399,1
7400,0
7401,0
7402,1
7403,1
7404,1
7405,1
7406,0
7407,1
7408,1
7409,1
7410,1
7411,1
7412,0
7413,1
7414,0
7415,0
7416,0
7417,0
7418,1
7419,1
7420,1
7421,1
7422,1
7423,1
7424,0
7425,1
7426,1
7427,1
7428,1
7429,1
7430,1
7431,0
7432,0
7433,1
7434,1
7435,1
7436,0
7437,0
7438,1
7439,0
7440,1
7441,0
7442,0
7443,0
7444,0
7445,0
7446,1
7447,0
7448,0
7449,0
7450,0
7451,0
7452,0
7453,0
7454,1
7455,0
7456,0
7457,0
7458,0
7459,0
7460,1
7461,1
7462,0
7463,0
7464,1
7465,1
7466,1
7467,0
7468,0
7469,1
7470,0
7471,0
7472,0
7473,0
7474,0
7475,1
7476,0
7477,0
7478,0
7479,0
7480,0
7481,1
7482,0
7483,0
7484,0
7485,0
7486,0
7487,0
7488,0
7489,1
7490,0
7491,1
7492,0
7493,0
7494,0
7495,1
7496,0
7497,0
7498,0
7499,0
7500,1
7501,0
7502,0
7503,0
7504,0
7505,1
7506,1
7507,1
7508,1
7509,1
7510,1
7511,1
7512,1
7513,1
7514,1
7515,1
7516,1
7517,1
7518,1
7519,1
7520,1
7522,1
7523,1
7524,1
7525,1
7526,1
7527,1
7528,1
7529,1
7530,1
7531,1
7532,1
7534,1
7535,1
7536,1
7537,1
7538,1
7539,1
7540,1
7541,1
7542,1
7543,1
7544,0
7545,0
7546,0
7547,0
7548,0
7549,0
7550,0
7551,0
7552,1
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,1
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,0
7568,0
7569,0
7570,0
7571,0
7572,1
7573,0
7574,0
7575,0
7576,0
7577,0
7578,0
7579,0
7580,0
7581,0
7582,0
7583,1
7584,0
7585,1
7586,1
7587,0
7588,1
7589,1
7590,1
7591,1
7592,1
7593,0
7594,1
7595,1
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,1
7605,1
7606,1
7607,1
7608,1
7609,1
7610,1
7611,1
7612,1
